CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
000078-79-5,"1,3-Butadiene, 2-methyl-",not B,0,C(C=C)(=C)C ,1.05E-10,3.66E+00,5.52E+02,7.35E+04,.7151,0.8851,3.0486,3.37E+02,6.74E+02,3.7495,0.5408,0.6729,2.58,1.924,0.496,18.35,7.97E+01,0.590918312,1.17,57.9380,-24.0,-8.5,57.9,22.06497017,7557.030668,0.052630245,68.12,0.0274,0.0341
000079-01-6,"Ethene, trichloro-",not B,0,C(=CCl)(Cl)Cl ,8.05E-13,4.78E+02,7.27E+01,9.67E+03,.3508,0.0119,2.3893,1.22E+03,2.44E+03,3.3563,0.3307,0.0408,2.47,2.815,-0.395,18.35,6.41E+01,1.124326327,0.62,55.3122,-15.6,-3.0,55.3,2075.019529,465063.1966,711.2270755,131.39,0.9846,0.0330
000099-08-1,"Benzene, 1-methyl-3-nitro-",not B,0,N(=O)(=O)c(cccc1C)c1 ,5.81E-13,6.63E+02,7.06E-02,9.39E+00,.4319,0.2952,2.6517,7.31E+02,1.46E+03,3.473,0.1909,0.0453,2.36,5.87,-3.42,19.21,5.18E+01,0.372459527,1.86,37.3465,4.2,6.0,155.5,74.14566964,5930.734232,28.31479208,137.14,0.1813,0.0690
000121-73-3,1-Chloro-3-nitrobenzene,not B,0,O=N(=O)c(cccc1Cl)c1 ,1.20E-13,3.21E+03,3.51E-02,4.67E+00,.1851,0.0229,2.4748,1.03E+03,2.06E+03,3.3467,0.0949,0.0153,2.46,5.718,-3.258,19.5,6.29E+01,0.64418883,1.08,49.4230,3.5,5.9,173.7,101.7930676,7151.43117,36.47622794,157.56,0.2751,0.0745
005428-54-6,"PHENOL, 2-METHYL-5-NITRO-",not B,0,O=N(=O)c(ccc(c1O)C)c1 ,3.85E-12,1.00E+02,6.34E-04,8.43E-02,.5401,0.4529,2.6727,7.02E+02,1.40E+03,3.4896,0.1993,0.0414,2.46,9.471,-7.001,19.8,6.29E+01,0.062671535,11.06,16.5707,9.4,-3.2,155.4,74.85254014,88.95577003,0.393784644,153.14,0.1837,0.0689
000108-60-1,"DCIP  (2,2'-OXYBIS-1-CHLOROPROPANE)",not B,0,O(C(CCl)C)C(CCl)C ,2.60E-12,1.48E+02,6.88E-01,9.15E+01,.0960,0.0014,2.4661,1.05E+03,2.10E+03,3.39,0.2052,0.0431,2.39,4.998,-2.518,20.1,5.49E+01,0.437316833,1.59,40.6672,0.0,5.0,40.7,118.0342948,20053.67297,109.7396973,171.07,0.3280,0.0264
000071-55-6,"Ethane, 1,1,1-trichloro-",not B,0,C(Cl)(Cl)(Cl)C ,9.38E-15,4.10E+04,1.12E+02,1.49E+04,.1659,0.0021,2.1727,1.86E+03,3.72E+03,3.2,0.3866,0.056,2.68,2.643,-0.153,20.41,9.76E+01,0.822433769,0.84,73.3464,-17.1,-4.0,73.3,14112.01589,1054915.745,2369.765067,133.41,0.9994,0.0404
000108-43-0,"Phenol, 3-chloro-",not B,0,Oc(cccc1Cl)c1 ,2.36E-11,1.63E+01,6.90E-02,9.17E+00,.6197,0.5191,2.7649,5.86E+02,1.17E+03,3.5366,0.4329,0.3927,2.16,7.351,-4.851,20.73,3.57E+01,0.27826061,2.49,26.3112,8.7,4.8,228.2,58.95258832,2838.15899,11.56693631,128.56,0.1304,0.0899
000612-22-6,2-ETHYLNITROBENZENE,not B,0,CCc1ccccc1N(=O)=O ,1.71E-12,2.26E+02,6.88E-02,9.15E+00,.4252,0.2555,2.6207,7.77E+02,1.55E+03,3.4527,0.0524,0.0205,2.85,5.476,-2.896,23.4,1.39E+02,0.372259495,1.86,68.1034,2.4,5.7,164.0,86.27100721,10509.57017,53.61653529,151.17,0.2227,0.0716
013674-84-5,"2-Propanol, 1-chloro-, phosphate (3:1)",not B,0,O=P(OC(CCl)C)(OC(CCl)C)OC(CCl)C ,4.48E-11,8.60E+00,5.65E-05,7.52E-03,.5714,1,2.1095,2.11E+03,4.21E+03,3.5386,-0.107,0.0013,2.89,8.203,-5.613,3.556,1.51E+02,0.135592171,5.11,36.8207,9.8,2.5,359.7,219.270566,1312.683112,5.405306911,327.57,0.5831,0.1220
000760-23-6,"3,4-DICHLORO-1-BUTENE",not B,0,C(C(Cl)CCl)=C ,2.04E-11,1.89E+01,1.87E+01,2.49E+03,.4653,0.0779,2.5766,8.46E+02,1.69E+03,3.4662,0.3598,0.125,2.6,3.055,-0.455,24.27,8.30E+01,0.621656664,1.12,60.4857,-13.5,-1.7,60.5,112.3688364,37416.66237,5.165730804,125,0.3098,0.0352
001912-24-9,"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N-(1-methylethyl)-",not B,0,n(c(nc(n1)NC(C)C)NCC)c1Cl ,2.74E-11,1.41E+01,2.87E-05,3.81E-03,.0045,0,2.0002,2.61E+03,5.21E+03,3.0969,-0.1219,0,2.82,9.626,-7.016,7.45,1.30E+02,0.116927662,5.93,31.7580,9.2,-4.0,291.1,260.8552324,269.5167663,0.390888821,215.69,0.6527,0.1060
000591-20-8,M-BROMOPHENOL,not B,0,Oc(cccc1Br)c1 ,2.11E-11,1.82E+01,2.00E-02,2.67E+00,.6707,0.4459,2.7372,6.19E+02,1.24E+03,3.4843,0.4613,0.5005,2.4,7.67,-5.04,25.25,5.59E+01,0.244928332,2.83,34.1941,9.2,4.1,315.0,65.42334289,2534.184081,10.5025684,173.01,0.1518,0.1117
000109-69-3,"Butane, 1-chloro-",not B,0,ClCCCC ,2.17E-12,1.78E+02,9.26E+01,1.23E+04,.7005,0.8436,3.1198,2.93E+02,5.87E+02,3.8826,0.5865,0.6276,2.56,2.806,-0.166,25.64,7.66E+01,0.561707602,1.23,55.5031,-15.7,-3.0,55.5,957.6465321,265365.3739,153.2811528,92.57,0.9449,0.0331
000622-57-1,N-ETHYL-P-TOLUIDINE,not B,0,N(c(ccc(c1)C)c1)CC ,6.13E-11,6.28E+00,1.53E-01,2.04E+01,.5041,0.44,2.6906,6.78E+02,1.36E+03,3.4758,0.2764,0.203,2.66,6.262,-3.602,26.5,9.37E+01,0.439814201,1.58,58.8009,5.7,6.0,333.9,72.3530986,3729.172324,12.43900306,135.21,0.1752,0.1161
003811-49-2,"2-Methoxy-4H-1,3,2-benzodioxaphosphorin-2-sulfide",not B,0,c1ccc2COP(=S)(OC)Oc2c1 ,7.94E-11,4.85E+00,2.23E-03,2.96E-01,.9586,1,2.8751,4.73E+02,9.46E+02,4.0012,0.2013,0.0989,2.87,5.865,-3.195,26.83,1.45E+02,0.935168889,0.74,101.1818,4.1,6.0,419.2,52.89253907,4146.183597,11.60450395,216.19,0.1109,0.1348
000330-54-1,"Urea, N-(3,4-dichlorophenyl)-N,N-dimethyl-",not B,0,O=C(N(C)C)Nc(ccc(c1Cl)Cl)c1 ,1.09E-11,3.54E+01,4.66E-06,6.20E-04,.2717,0.013,2.2709,1.54E+03,3.07E+03,3.1808,0.0565,0.0142,2.67,10.366,-7.686,27.24,9.56E+01,0.112542163,6.16,28.4051,7.6,-8.7,217.2,157.8956372,159.2207634,0.096172676,233.1,0.4445,0.0869
000095-76-1,"Benzenamine, 3,4-dichloro-",not B,0,Nc(ccc(c1Cl)Cl)c1 ,2.21E-11,1.74E+01,3.08E-03,4.09E-01,.0718,0.0053,2.293,1.47E+03,2.94E+03,3.1749,0.1094,0.0306,2.37,5.914,-3.224,27.66,5.28E+01,0.515734509,1.34,41.0950,4.3,6.0,178.6,127.0517539,6463.400284,28.93838267,162.02,0.3561,0.0759
000606-28-0,"BENZOIC ACID, 2-BENZOYL-, METHYL ESTER",not B,0,O=C(OC)c(c(ccc1)C(=O)c(cccc2)c2)c1 ,2.39E-12,1.61E+02,7.07E-05,9.40E-03,.9423,0.9935,2.808,5.39E+02,1.08E+03,3.7127,0.5332,0.4925,2.98,8.992,-6.292,7.301,1.83E+02,0.083161029,8.34,25.6716,9.8,-0.7,251.9,62.55319589,413.3488306,1.82813532,240.26,0.1422,0.0961
002636-26-2,"O-(4-Cyanophenyl)O,O-dimethyl ester, Phosphorothioic acid",not B,0,COP(=S)(OC)Oc1ccc(C#N)cc1 ,5.92E-11,6.50E+00,2.37E-04,3.15E-02,1.2527,1,2.733,6.24E+02,1.25E+03,3.897,0.2486,0.0684,2.76,6.36,-3.65,28.51,1.15E+02,1.419510917,0.49,93.8647,6.0,6.0,565.2,68.50073865,3679.094281,12.39307407,243.22,0.1621,0.1631
000089-63-4,"Benzenamine, 4-chloro-2-nitro-",not B,0,N(=O)(=O)c(c(N)ccc1Cl)c1 ,3.93E-12,9.80E+01,2.77E-04,3.68E-02,-.0558,0.0028,2.3067,1.43E+03,2.87E+03,3.2167,-0.1157,0.0026,2.66,8.022,-5.302,28.95,9.37E+01,0.197196922,3.52,40.3273,9.6,3.1,388.3,146.8858615,2103.6446,9.263022627,172.57,0.4144,0.1282
013116-53-5,"PROPANE, 1,2,2,3-TETRACHLORO-",not B,0,C(CCl)(CCl)(Cl)Cl ,1.77E-13,2.17E+03,1.98E+00,2.64E+02,.0315,0.0002,1.8924,3.22E+03,6.43E+03,3.0295,0.3419,0.0176,3.42,3.807,-1.087,28.95,4.80E+02,1.060506702,0.65,212.2621,-7.6,1.6,212.3,2112.821235,447658.9078,2768.414183,181.88,0.9850,0.0855
000527-60-6,"2,4,6-Trimethylphenol",not B,0,Oc(c(cc(c1)C)C)c1C ,2.44E-11,1.58E+01,2.05E-02,2.72E+00,.9625,0.9762,2.73,6.27E+02,1.25E+03,3.4853,0.512,0.5607,3.15,6.703,-3.973,29.39,2.64E+02,0.072060212,9.62,23.5680,7.1,5.8,167.5,72.57106695,3857.160229,15.41705742,136.2,0.1759,0.0726
001805-32-9,"3,4-DICHLOROBENZYL ALCOHOL",not B,0,c1c(Cl)c(Cl)ccc1CO ,4.40E-12,8.74E+01,9.95E-01,1.32E+02,.4572,0.0818,2.5547,8.83E+02,1.77E+03,3.3911,0.3279,0.1439,2.36,8.053,-5.313,16.57,5.18E+01,0.380223357,1.82,37.5607,9.7,3.0,362.7,89.10214201,2074.126738,9.114850076,177.03,0.2323,0.1226
000095-82-9,"2,5-DICHLOROANILINE",not B,0,Nc(c(ccc1Cl)Cl)c1 ,2.21E-11,1.74E+01,1.49E-02,1.99E+00,.0718,0.0053,2.293,1.47E+03,2.94E+03,3.1749,0.1094,0.0306,2.37,7.117,-4.367,30.3,5.28E+01,0.538157749,1.29,41.4785,8.2,5.2,339.3,134.853037,3517.07558,14.42314377,162.02,0.3797,0.1174
001570-64-5,2-METHYL-4-CHLOROPHENOL,not B,0,Oc(c(cc(c1)Cl)C)c1 ,1.22E-11,3.16E+01,2.86E-02,3.80E+00,.6677,0.6116,2.659,7.21E+02,1.44E+03,3.4478,0.4245,0.3422,2.7,7.115,-4.335,31.71,1.02E+02,0.208528033,3.32,43.1186,8.2,5.2,352.5,78.84435855,3663.653045,15.49896296,142.59,0.1973,0.1204
000554-00-7,"Benzenamine, 2,4-dichloro-",not B,0,Nc(c(cc(c1)Cl)Cl)c1 ,9.17E-12,4.20E+01,1.50E-02,2.00E+00,.0718,0.0053,2.293,1.47E+03,2.94E+03,3.1749,0.1094,0.0306,2.37,7.147,-4.367,31.71,5.28E+01,0.549680556,1.26,41.6660,8.2,5.2,343.7,135.4611139,3729.607658,16.2189534,162.02,0.3815,0.1184
000732-11-6,"S-[(1,3-Dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl]O,O-dimethyl ester, Phosphorodithioic acid",not B,0,COP(=S)(OC)SCN2C(=O)c1ccccc1C2=O ,1.53E-10,2.52E+00,3.16E-08,4.20E-06,.9104,1,2.6517,7.31E+02,1.46E+03,3.8553,0.0059,0.0104,2.48,9.245,-6.465,31.71,6.54E+01,2.244647605,0.31,60.4591,9.6,-2.0,582.0,77.94570487,271.0031239,1.138797348,317.32,0.1942,0.1662
003766-81-2,"2-(1-Methylpropyl)phenol, Methylcarbamate",not B,0,O=C(Oc(c(ccc1)C(CC)C)c1)NC ,1.10E-11,3.50E+01,3.03E-03,4.03E-01,.7831,0.8391,2.6196,7.78E+02,1.56E+03,3.6738,0.1258,0.1408,2.86,8.397,-5.617,31.71,1.42E+02,0.132330504,5.24,35.5900,9.9,1.8,351.2,87.70465044,1377.751699,5.990650754,207.27,0.2275,0.1201
000133-06-2,"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-",not B,0,O=C(N(SC(Cl)(Cl)Cl)C(=O)C1CC=CC2)C12 ,8.76E-11,4.40E+00,2.57E-08,3.41E-06,.0863,0.0002,1.8032,3.83E+03,7.65E+03,2.9588,-0.0345,0.0006,2.74,9.343,-6.543,32.69,1.10E+02,2.509584289,0.28,98.3406,9.5,-2.5,937.0,352.4355452,395.0094909,1.025549984,300.59,0.7581,0.2217
000056-23-5,"Methane, tetrachloro-",not B,0,C(Cl)(Cl)(Cl)Cl ,1.07E-17,3.60E+07,9.98E+01,1.33E+04,.0448,0.0002,1.9544,2.85E+03,5.70E+03,3.0699,0.3265,0.0167,2.44,2.778,0.052,34.22,6.04E+01,1.210314616,0.57,53.0681,-15.9,-3.2,53.1,29645.63718,1191351.508,2191.150654,153.82,0.9998,0.0320
000108-90-7,"Benzene, chloro-",not B,0,c(cccc1)(c1)Cl ,1.37E-12,2.81E+02,9.29E+00,1.24E+03,.6396,0.7674,2.7658,5.85E+02,1.17E+03,3.5249,0.4245,0.4153,2.64,3.736,-0.896,34.74,9.00E+01,0.531962533,1.30,61.1529,-8.1,1.3,61.2,903.7568744,249718.9152,569.772674,112.56,0.9395,0.0355
000090-41-5,O-AMINOBIPHENYL,not B,0,Nc(c(c(cccc1)c1)ccc2)c2 ,8.03E-11,4.80E+00,1.19E-03,1.59E-01,.5613,0.6219,2.7123,6.50E+02,1.30E+03,3.5001,0.125,0.0755,2.84,8.064,-5.224,34.74,1.36E+02,0.750159286,0.92,90.3521,9.7,3.0,873.3,73.51191475,1868.901012,6.734789313,169.23,0.1791,0.2127
000298-00-0,"Phosphorothioic acid, O,O-Dimethyl O-(4-nitrophenyl)ester",not B,0,COP(=S)(OC)Oc1ccc(cc1)N(=O)=O ,5.90E-11,6.52E+00,1.16E-04,1.55E-02,.6311,1,2.6017,8.06E+02,1.61E+03,3.825,-0.0701,0.0029,2.75,8.248,-5.388,35.81,1.13E+02,0.935421296,0.74,84.3822,9.8,2.3,826.8,89.01056536,1680.394913,6.530164916,263.21,0.2320,0.2059
050512-35-1,"Bis(1-methylethyl)ester, 1,3-Dithiolan-2-ylidene propanedioic acid",not B,0,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1 ,3.52E-11,1.09E+01,1.85E-04,2.47E-02,.9577,0.9991,2.8379,5.08E+02,1.02E+03,3.8867,0.4754,0.3511,2.79,5.264,-2.384,36.92,1.22E+02,0.009241962,75.00,3.2310,1.4,5.4,4.4,55.61897347,11621.91133,28.98602809,290.39,0.1196,0.0051
000615-74-7,"PHENOL, 2-CHLORO-5-METHYL-",not B,0,Oc(c(ccc1C)Cl)c1 ,2.57E-11,1.50E+01,1.38E-01,1.84E+01,.6677,0.6116,2.659,7.21E+02,1.44E+03,3.4478,0.4245,0.3422,2.7,7.628,-4.728,38.06,1.02E+02,0.226963713,3.05,45.2345,9.1,4.2,413.9,79.09552494,2993.064962,12.03925035,142.59,0.1981,0.1337
000947-04-6,Azacyclotridecan-2-one,not B,0,O=C(NCCCCCCCCCC1)C1 ,2.69E-11,1.43E+01,3.72E-06,4.95E-04,.8638,0.9477,2.7089,6.54E+02,1.31E+03,3.7685,0.4687,0.5785,3.61,8.165,-5.245,39.23,7.32E+02,0.207902574,3.33,67.7463,9.7,2.6,660.2,77.67669942,2090.785645,8.611256689,197.32,0.1933,0.1797
000096-12-8,"1,2-DIBROMO-3-CHLOROPROPANE",not B,0,BrCC(Br)CCl ,3.73E-13,1.03E+03,4.41E-01,5.87E+01,.4313,0,2.5616,8.72E+02,1.74E+03,3.4769,0.2518,0.005,2.68,5.181,-2.221,41.69,9.76E+01,0.339944669,2.04,54.2297,0.9,5.3,54.2,158.0474172,35752.44334,200.834901,236.33,0.4449,0.0325
000108-86-1,"Benzene, bromo-",not B,0,c(cccc1)(c1)Br ,1.23E-12,3.14E+02,3.04E+00,4.04E+02,.6905,0.711,2.7382,6.18E+02,1.24E+03,3.4726,0.4529,0.5239,2.88,3.986,-0.996,43.63,1.48E+02,0.474758343,1.46,79.1957,-6.3,2.3,79.2,856.4221754,237779.8107,640.7806006,157.01,0.9341,0.0427
000098-08-8,BENZOTRIFLUORIDE,not B,0,FC(F)(F)c(cccc1)c1 ,3.92E-13,9.82E+02,3.43E+01,4.56E+03,.2857,0.0504,2.3853,1.23E+03,2.46E+03,3.3674,0.3707,0,2.96,3.181,-0.171,44.98,1.75E+02,0.89902358,0.77,113.6156,-12.5,-1.1,113.6,3986.977831,679597.3165,1013.933745,146.11,0.9949,0.0553
033576-92-0,"O,O-Dimethyl-O-phenylphosphorothioate",not B,0,S=P(OC)(OC)Oc1ccccc1,6.22E-11,6.19E+00,4.68E-03,6.23E-01,1.0857,1,2.8927,4.57E+02,9.14E+02,4.0032,0.2596,0.1188,2.93,5.789,-2.759,46.37,1.64E+02,0.666487674,1.04,97.4730,3.8,6.0,372.5,50.68626893,6285.321979,15.86953823,218.21,0.1039,0.1248
001897-45-6,"1,3-Benzenedicarbonitrile, 2,4,5,6-tetrachloro-",not B,0,N#Cc(c(c(c(c1C#N)Cl)Cl)Cl)c1Cl ,6.18E-15,6.23E+04,4.73E-07,6.29E-05,.5053,0.6127,1.6204,5.47E+03,1.09E+04,2.6723,0.089,0.0038,3.66,7.137,-4.087,47.8,8.19E+02,1.289816116,0.54,295.8020,8.2,5.2,2433.2,586.4731161,4824.952782,25.03831425,265.91,0.8816,0.3681
000120-83-2,"Phenol, 2,4-dichloro-",not B,0,Oc(c(cc(c1)Cl)Cl)c1 ,2.98E-12,1.29E+02,6.59E-02,8.76E+00,.4209,0.081,2.4821,1.02E+03,2.04E+03,3.3216,0.3284,0.1456,2.8,6.816,-3.756,48.53,1.25E+02,0.436215973,1.59,69.5305,7.4,5.7,516.3,109.1703323,4816.899166,22.24562376,163,0.2994,0.1541
??,Octaethylene glycol monotridecyl ether,not B,0,OCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCC,1.34E-10,2.87E+00,2.50E-15,3.32E-13,-2.0273,0,2.3665,1.28E+03,2.55E+03,3.3708,0.6245,0.2243,3.07,20.021,-16.951,48.95,2.22E+02,0.068560552,10.11,22.1621,-87.8,-153.0,22.2,143.7577972,132.1830359,0.03880644,552.8,0.4056,0.0169
000099-71-8,4-(1-Methylpropyl)phenol,not B,0,Oc(ccc(c1)C(CC)C)c1 ,4.41E-11,8.73E+00,8.40E-03,1.12E+00,.8465,0.9138,2.8487,4.98E+02,9.96E+02,3.6022,0.4028,0.4722,3.46,7.307,-4.227,50.02,5.24E+02,0.262356995,2.64,79.8550,8.6,4.9,685.7,58.85808529,3270.378195,11.97895583,150.22,0.1301,0.1839
000059-50-7,"Phenol, 4-chloro-3-methyl-",not B,0,Oc(ccc(c1C)Cl)c1 ,2.57E-11,1.50E+01,1.03E-02,1.37E+00,.6677,0.6116,2.659,7.21E+02,1.44E+03,3.4478,0.4245,0.3422,2.7,7.099,-3.999,51.57,1.02E+02,0.261466307,2.65,48.8095,8.1,5.3,397.3,78.35431412,3817.001519,15.21143472,142.59,0.1956,0.1302
000099-54-7,"Benzene, 1,2-dichloro-4-nitro-",not B,0,N(=O)(=O)c(ccc(c1Cl)Cl)c1 ,5.01E-14,7.69E+03,1.38E-02,1.84E+00,-.0137,0.0019,2.1921,1.79E+03,3.58E+03,3.1317,-0.0097,0.0041,3.1,6.602,-3.482,53.16,2.37E+02,1.083381026,0.64,147.3042,6.8,5.9,1002.5,191.2921724,6267.563996,32.89800692,192,0.5258,0.2305
000086-30-6,"Benzenamine, N-nitroso-N-phenyl-",not B,0,O=NN(c(cccc1)c1)c(cccc2)c2 ,2.48E-11,1.55E+01,6.99E-05,9.29E-03,.3849,0.6303,2.42,1.15E+03,2.30E+03,3.59,0.0001,0,3.16,7.436,-4.306,53.97,2.70E+02,0.123029319,5.63,37.9686,8.8,4.6,335.3,129.4426608,3515.228998,14.15615866,198.23,0.3634,0.1164
001502-22-3,"Cyclohexanone, 2-(1-cyclohexen-1-yl)-",not B,0,O=C(C(C(=CCCC1)C1)CCC2)C2 ,1.05E-10,3.66E+00,2.05E-02,2.72E+00,.6695,0.506,2.7827,5.66E+02,1.13E+03,3.5683,0.476,0.5009,3.73,5.451,-2.281,57.35,9.57E+02,0.480351476,1.44,146.1368,2.3,5.7,334.5,64.08116444,6046.606238,6.461151746,178.28,0.1473,0.1162
000119-61-9,"Methanone, diphenyl-",not B,0,O=C(c(cccc1)c1)c(cccc2)c2 ,3.55E-12,1.08E+02,9.08E-04,1.21E-01,.9238,0.9725,2.818,5.28E+02,1.06E+03,3.5724,0.3699,0.3318,3.15,7.281,-4.101,15.14,2.64E+02,0.248261884,2.79,66.6640,8.5,5.0,568.9,61.65394309,4089.333435,18.0225292,182.22,0.1393,0.1638
001490-04-6,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",not B,0,OC(C(CCC1C)C(C)C)C1,2.41E-11,1.60E+01,7.69E-03,1.02E+00,.8319,0.8707,3.0138,3.61E+02,7.21E+02,3.7517,0.4554,0.3314,3.38,6.397,-3.207,59.12,4.39E+02,0.710774385,0.98,161.3675,6.1,6.0,991.9,42.74736681,5671.14424,21.95689428,156.27,0.0799,0.2291
000092-69-3,"[1,1 -Biphenyl]-4-ol",not B,0,Oc(ccc(c(cccc1)c1)c2)c2 ,2.73E-11,1.41E+01,1.73E-05,2.31E-03,.9104,0.9644,2.9014,4.49E+02,8.98E+02,3.6467,0.3439,0.3061,3.28,8.955,-5.755,60.03,3.52E+02,0.630133801,1.10,137.6833,9.8,-0.5,1353.5,53.14690447,1090.390313,4.648856358,170.21,0.1117,0.2729
000118-83-2,4-CHLORO-1-NITRO-2(TRIFLUOROMETHYL)BENZENE,not B,0,C(F)(F)(F)c1cc(Cl)ccc1N(=O)=O ,2.59E-14,1.48E+04,2.22E-02,2.95E+00,-.3677,0,1.8116,3.77E+03,7.53E+03,2.9742,-0.0635,0,3.42,5.452,-2.252,60.03,4.80E+02,1.717836879,0.40,269.8113,2.3,5.7,618.8,421.9667301,59985.80331,600.9152316,225.56,0.8097,0.1726
000119-12-0,"Phosphorothioic acid, O-(1,6-Dihydro-6-oxo-1-phenyl-3-pyridazinyl) O,O-diethyl ester",not B,0,S=P(OCC)(OCC)OC1=NN(c2ccccc2)C(=O)C=C1 ,1.15E-10,3.34E+00,1.20E-07,1.60E-05,1.0276,1,2.6228,7.73E+02,1.55E+03,3.827,0.0075,0.0098,3.66,11.896,-8.696,60.03,8.19E+02,0.643590697,1.08,180.2235,1.9,-21.4,340.1,91.92069572,80.23154217,0.157347971,340.34,0.2419,0.1175
000330-55-2,LINURON,not B,0,O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1 ,1.03E-11,3.72E+01,1.21E-05,1.61E-03,.2641,0.0104,2.2355,1.65E+03,3.29E+03,3.1577,0.0089,0.009,2.91,9.793,-6.593,60.03,1.58E+02,0.147950305,4.69,39.7325,8.9,-5.0,353.4,177.3818598,219.9309668,0.971502754,249.1,0.4938,0.1206
000142-96-1,"Butane, 1,1 -oxybis-",not B,0,O(CCCC)CCCC ,2.47E-11,1.56E+01,7.71E+00,1.03E+03,.5550,0.8049,3.4994,1.40E+02,2.80E+02,4.1882,0.6235,0.7815,3.01,3.82,-0.61,60.95,1.95E+02,0.625020001,1.11,104.3857,-7.5,1.7,104.4,91.17630938,30704.73638,4.734686555,130.23,0.2393,0.0521
002212-67-1,"Hexahydro-1H-azepine-1-carbothioic acid, S-Ethyl ester",not B,0,CCSC(=O)N1CCCCCC1 ,3.10E-11,1.24E+01,2.09E-03,2.79E-01,.7379,0.7955,2.7385,6.17E+02,1.23E+03,3.7711,0.2796,0.3556,2.91,6.986,-3.776,60.95,1.58E+02,0.109501924,6.33,31.4686,7.9,5.4,247.6,69.69572124,4003.859349,15.49422254,187.3,0.1662,0.0950
000091-20-3,Naphthalene,not B,0,c(c(ccc1)ccc2)(c1)c2 ,2.16E-11,1.78E+01,4.05E-02,5.39E+00,1.0057,0.9998,2.33,1.37E+03,2.74E+03,3.32,0.3966,0.4468,3.17,5.045,-1.745,69.88,2.76E+02,4.530373729,0.15,236.0869,0.2,5.1,236.1,120.1073679,27637.8233,44.57392621,128.18,0.3345,0.0920
000122-14-5,"O,O-Dimethyl O-(3-methyl-4-nitrophenyl)ester phosphorothioic acid (Fenitrothion)",not B,0,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1 ,5.99E-11,6.43E+00,7.66E-05,1.02E-02,.6791,1,2.4958,9.91E+02,1.98E+03,3.7362,-0.0786,0.0024,3.3,7.72,-4.42,69.88,3.68E+02,0.784813384,0.88,159.5116,9.3,4.0,1480.7,114.0016025,2943.091565,10.29639717,277.23,0.3151,0.2864
000098-54-4,"Phenol, 4-(1,1-dimethylethyl)-",not B,0,Oc(ccc(c1)C(C)(C)C)c1 ,4.06E-11,9.48E+00,4.48E-03,5.96E-01,.6079,0.5152,2.7115,6.51E+02,1.30E+03,3.5173,0.4312,0.405,3.42,7.623,-4.313,70.95,4.80E+02,0.497593094,1.39,130.1754,9.1,4.2,1190.1,76.42410534,3250.188784,12.14081606,150.22,0.1890,0.2542
000117-79-3,2-AMINOANTHRAQUINONE,not B,0,O=C(c(c(C(=O)c1cccc2)ccc3N)c3)c12 ,4.21E-11,9.14E+00,4.41E-09,5.87E-07,.4212,0.0486,2.5259,9.34E+02,1.87E+03,3.3728,0.1833,0.0668,2.43,11.735,-8.425,18.44,5.93E+01,0.092815637,7.47,21.3345,2.7,-19.8,56.7,95.97488065,96.9107086,0.023696525,223.23,0.2556,0.0336
000080-05-7,"Phenol, 4,4 -(1-methylethylidene)bis-",not B,0,Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1 ,8.06E-11,4.78E+00,2.28E-07,3.03E-05,.6866,0.4653,2.5953,8.16E+02,1.63E+03,3.4443,0.2956,0.1559,3.64,12.747,-9.427,72.03,7.83E+02,0.262854448,2.64,84.2306,-2.8,-30.0,84.2,96.87507819,84.64776143,0.144427639,228.29,0.2586,0.0447
000095-77-2,"3,4-DICHLOROPHENOL",not B,0,Oc1ccc(Cl)c(Cl)c1 ,6.99E-12,5.51E+01,3.72E-03,4.95E-01,.4209,0.081,2.4821,1.02E+03,2.04E+03,3.3216,0.3284,0.1456,2.8,8.23,-4.9,73.14,1.25E+02,0.5283134,1.31,75.3623,9.8,2.4,737.6,110.7857605,2928.503798,12.70248944,163,0.3047,0.1923
