CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
000098-87-3," Benzene, (dichloromethyl)-",not P,0,ClC(Cl)c1ccccc1,2.29E-12,1.68E+02,2.82E-01,3.75E+01,.5762,0.2343,2.519,9.47E+02,1.89E+03,3.4191,0.2666,0.0732,2.97,4.759,-1.789,42.64,1.79E+02,0.334046834,2.08,71.8381,-1.4,4.5,71.8,263.2502257,71407.14903,327.1311865,161.03,0.6562,0.0398
000099-06-9," Benzoic acid, 3-hydroxy-",not P,0,OC(=O)c1cc(O)ccc1,9.75E-12,3.95E+01,9.92E-06,1.32E-03,.9745,0.9876,3.0382,3.44E+02,6.88E+02,3.6959,0.7753,0.8757,1.39,10.835,-9.335,3.162,1.04E+01,0.054279341,12.77,6.7677,6.3,-12.2,42.3,32.39165306,35.70424234,0.002636527,138.12,0.0514,0.0272
000099-85-4," 1,4-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-",not P,0,C1(C(C)C)=CCC(C)=CC1,1.78E-10,2.16E+00,1.15E+00,1.53E+02,.6827,0.7454,2.8981,4.52E+02,9.04E+02,3.6512,0.3092,0.2852,4.75,4.536,-0.036,432.6,8.04E+03,2.697070741,0.26,864.3127,-2.7,4.0,864.3,33.83257044,4466.68645,0.035295631,136.24,0.0551,0.2114
000099-87-6," Benzene, 1-methyl-4-(1-methylethyl)-",not P,0,CC(C)c1ccc(C)cc1,8.54E-12,4.51E+01,1.14E+00,1.52E+02,.7930,0.9052,2.7529,6.00E+02,1.20E+03,3.517,0.3782,0.4353,4,4.447,-0.347,235.6,1.74E+03,2.054987194,0.34,517.8334,-3.3,3.7,517.8,261.4039356,84186.39186,21.3137705,134.22,0.6535,0.1544
000099-96-7," Benzoic acid, 4-hydroxy-",not P,0,OC(=O)c1ccc(O)cc1,1.30E-11,2.96E+01,7.05E-06,9.37E-04,.9745,0.9876,3.0382,3.44E+02,6.88E+02,3.6959,0.7753,0.8757,1.39,11.125,-9.545,3.162,1.04E+01,0.057474891,12.06,6.9009,5.2,-14.5,36.1,32.39166939,35.7042425,0.001937506,138.12,0.0514,0.0242
000100-21-0," 1,4-Benzenedicarboxylic acid",not P,0,OC(=O)c1ccc(C(=O)O)cc1,1.24E-12,3.11E+02,1.19E-05,1.59E-03,1.0222,0.9959,3.0078,3.65E+02,7.30E+02,3.6235,1.0047,0.9569,1.76,12.05,-10.05,3.162,1.80E+01,0.194704264,3.56,14.3414,1.1,-22.8,16.0,36.32958813,37.88461345,0.002257639,166.13,0.0618,0.0132
000100-42-5," Benzene, ethenyl-",not P,0,C=Cc1ccccc1,2.81E-11,1.37E+01,5.06E+00,6.73E+02,.8261,0.9654,2.991,3.77E+02,7.54E+02,3.7024,0.4619,0.5511,2.89,3.899,-0.949,41.06,1.51E+02,0.50119102,1.38,82.1280,-7.0,2.0,82.1,79.31288601,26475.98557,7.177476927,104.15,0.1989,0.0439
000100-47-0, Benzonitrile,not P,0,N#Cc1ccccc1,3.44E-13,1.12E+03,5.62E-01,7.48E+01,1.1335,0.9997,2.9109,4.41E+02,8.82E+02,3.6386,0.5181,0.5947,1.54,4.232,-2.672,4.969,1.29E+01,0.135857934,5.10,10.1771,-4.7,3.1,10.2,67.3518656,14005.37437,69.03499924,103.12,0.1583,0.0095
000100-51-6, Benzenemethanol,not P,0,OCc1ccccc1,8.25E-12,4.67E+01,5.36E-02,7.13E+00,.9829,0.9878,3.1422,2.81E+02,5.62E+02,3.8261,0.537,0.7077,1.08,5.961,-4.861,1.371,6.91E+00,0.026700585,25.96,4.0165,4.5,6.0,18.2,26.2838037,2983.731618,12.8577874,108.14,0.0366,0.0146
000100-52-7, Benzaldehyde,not P,0,C(=O)c1ccccc1,1.79E-11,2.15E+01,1.01E+00,1.35E+02,1.1097,1,3.009,3.64E+02,7.28E+02,3.8962,0.8489,0.943,1.71,4.442,-2.962,4.401,1.67E+01,0.156008818,4.44,12.8451,-3.3,3.7,12.8,40.09684252,7517.031762,29.79064362,106.13,0.0722,0.0113
000100-66-3," Benzene, methoxy-",not P,0,COc1ccccc1,2.23E-11,1.72E+01,3.39E+00,4.51E+02,.9561,0.996,2.9241,4.30E+02,8.59E+02,3.7737,0.6272,0.7936,2.07,3.814,-1.704,11.46,3.04E+01,0.204528528,3.39,21.5033,-7.6,1.6,21.5,82.78298785,25727.61221,35.33949532,108.14,0.2107,0.0165
000101-83-7," Cyclohexanamine, N-cyclohexyl-",not P,0,N(C1CCCCC1)C2CCCCC2,1.32E-10,2.92E+00,2.00E-02,2.67E+00,.8151,0.824,2.8229,5.23E+02,1.05E+03,3.6294,0.4281,0.2917,4.37,7.018,-2.648,353.3,3.82E+03,5.423686859,0.13,1289.4229,7.9,5.4,10247.0,62.0502506,4310.052158,6.314971614,181.32,0.1406,0.6314
000102-76-1," 1,2,3-Propanetriol, triacetate",not P,0,CC(=O)OCC(OC(=O)C)COC(=O)C,8.50E-12,4.53E+01,5.25E-03,6.99E-01,1.1662,1,3.1376,2.83E+02,5.67E+02,4.2198,1.1436,0.9877,0.36,6.549,-6.299,3.162,3.29E+00,0.005545177,125.00,1.2400,6.6,5.9,8.2,25.52036053,401.3113127,1.771749949,218.21,0.0349,0.0081
000103-11-7," 2-Propenoic acid, 2-ethylhexyl ester",not P,0,CCCCC(CC)COC(=O)C=C,2.01E-11,1.91E+01,1.83E-01,2.44E+01,.9424,0.9982,3.2305,2.36E+02,4.73E+02,4.0799,0.7234,0.861,4.09,5.843,-1.753,232.8,2.11E+03,0.173027254,4.01,60.3533,4.1,6.0,244.5,81.98284316,26185.43139,40.75854459,184.28,0.2080,0.0942
000103-73-1," Benzene, ethoxy-",not P,0,CCOc1ccccc1,2.77E-11,1.39E+01,1.58E+00,2.11E+02,.9494,0.9951,2.8931,4.56E+02,9.13E+02,3.7535,0.6348,0.7976,2.57,4.254,-1.744,21.04,7.81E+01,0.264257408,2.62,42.8459,-4.5,3.2,42.8,70.06425736,21568.01148,27.08328838,122.17,0.1674,0.0274
000103-84-4," Acetamide, N-phenyl-",not P,0,CC(=O)Nc1ccccc1,1.25E-11,3.08E+01,2.08E-04,2.76E-02,1.0214,0.9962,2.8683,4.79E+02,9.58E+02,3.863,0.4781,0.5323,1.1,7.758,-6.598,2.706,7.08E+00,0.026526873,26.13,4.0626,9.3,3.9,37.9,41.14060867,212.3784615,0.938090433,135.17,0.0752,0.0251
000104-42-7," Benzenamine, 4-dodecyl-",not P,0,Nc1ccc(CCCCCCCCCCCC)cc1,1.46E-10,2.63E+00,3.51E-05,4.67E-03,.5524,0.4526,2.7099,6.53E+02,1.31E+03,3.5627,0.2484,0.171,7.03,9.743,-2.713,3274,4.10E+04,4.605629107,0.15,1589.5789,9.0,-4.7,14273.9,78.40320835,3764.158636,6.238875686,261.45,0.1958,0.6871
000104-76-7," 1-Hexanol, 2-ethyl-",not P,0,OCC(CCCC)CC,1.32E-11,2.91E+01,1.85E-01,2.47E+01,.9527,0.984,3.3697,1.80E+02,3.60E+02,4.0584,0.6831,0.8649,2.73,5.695,-2.965,29.48,1.08E+02,0.229671034,3.02,46.7863,3.4,5.9,159.7,31.52867151,7568.637402,30.31359709,130.23,0.0492,0.0702
000104-94-9," Benzenamine, 4-methoxy-",not P,0,Nc1ccc(OC)cc1,9.39E-11,4.10E+00,1.91E-02,2.55E+00,.5871,0.8322,2.7339,6.23E+02,1.25E+03,3.6388,0.4166,0.3933,1.16,6.519,-5.569,3.162,7.64E+00,0.091965926,7.54,6.2016,6.5,5.9,40.6,51.04195801,1284.580248,4.856677034,123.16,0.1050,0.0263
000106-14-9," Octadecanoic acid, 12-hydroxy-",not P,0,OC(CCCCCC)CCCCCCCCCCC(=O)O,3.15E-11,1.22E+01,3.39E-09,4.51E-07,.9443,0.9126,3.3581,1.84E+02,3.68E+02,4.1983,0.8515,0.9131,6.41,13.529,-7.119,56.23,4.79E+04,2.696021706,0.26,948.8763,-8.1,-39.1,948.9,22.14844458,2492.886633,11.03484857,300.49,0.0276,0.2233
000106-24-1," 2,6-Octadien-1-ol, 3,7-dimethyl-, (E)-",not P,0,OCC=C(C)CCC=C(C)C,1.80E-10,2.14E+00,1.59E-02,2.12E+00,.8328,0.8739,3.0183,3.58E+02,7.15E+02,3.7546,0.5762,0.6179,3.47,6.798,-3.328,90.47,5.36E+02,1.196318917,0.58,238.4637,7.4,5.7,1758.9,42.15386858,2576.608656,5.010736282,154.25,0.0781,0.3135
000106-42-3," Benzene, 1,4-dimethyl-",not P,0,Cc1ccc(C)cc1,6.51E-12,5.91E+01,6.89E+00,9.16E+02,.8063,0.9343,2.8149,5.32E+02,1.06E+03,3.5575,0.5121,0.6355,3.09,3.7,-0.55,55.64,2.32E+02,0.951471765,0.73,138.1663,-8.4,1.2,138.2,329.0654211,104110.7701,48.2325616,106.17,0.7361,0.0635
000106-49-0," Benzenamine, 4-methyl-",not P,0,Nc1ccc(C)cc1,1.32E-10,2.91E+00,1.41E-03,1.88E-01,.5175,0.5392,2.7526,6.00E+02,1.20E+03,3.5162,0.31,0.2677,1.62,5.473,-4.083,3.838,1.45E+01,0.113519027,6.11,10.6953,2.4,5.7,25.6,50.39965539,2483.088583,6.601268454,107.16,0.1030,0.0188
000106-97-8, Butane,not P,0,CCCC,2.63E-12,1.46E+02,1.81E+03,2.41E+05,.8283,0.9825,3.3691,1.80E+02,3.61E+02,4.0329,0.6389,0.8514,2.31,1.301,1.589,37.48,4.71E+01,0.595487269,1.16,38.6169,-30.6,-13.2,38.6,876.0459729,247295.2063,36.6868354,58.12,0.9364,0.0254
000107-15-3," 1,2-Ethanediamine",not P,0,NCCN,6.34E-11,6.08E+00,1.79E+01,2.39E+03,1.0266,0.9876,3.1152,2.96E+02,5.92E+02,3.8476,0.6987,0.7466,-1.62,5.11,-7.15,3.162,1.26E+00,0.034972108,19.82,1.1436,0.6,5.2,1.1,26.22056724,61.79039845,0.272334417,60.1,0.0364,0.0019
000107-18-6, 2-Propen-1-ol,not P,0,OCC=C,2.97E-11,1.30E+01,2.35E+01,3.12E+03,.8786,0.9645,3.2308,2.36E+02,4.72E+02,3.8934,0.7685,0.9144,0.21,3.86,-3.69,3.162,2.91E+00,0.042213592,16.42,2.4398,-7.2,1.8,2.4,23.96877655,4091.558583,15.60437262,58.08,0.0314,0.0033
000107-30-2," Methane, chloromethoxy-",not P,0,ClCOC,2.30E-12,1.67E+02,2.02E+02,2.68E+04,.2505,0.0318,2.8394,5.07E+02,1.01E+03,3.6212,0.525,0.476,0.32,2.226,-1.906,3.162,3.18E+00,0.091613426,7.57,2.8981,-21.0,-6.5,2.9,184.516075,52717.82188,228.8609262,80.51,0.5105,0.0037
000107-92-6, Butanoic acid,not P,0,OC(=O)CCC,2.70E-12,1.43E+02,2.12E+00,2.81E+02,.7783,0.9169,3.3691,1.80E+02,3.61E+02,4.1062,0.7304,0.8803,1.07,5.45,-4.66,3.162,6.83E+00,0.142417748,4.87,6.0240,2.3,5.7,13.8,20.87667592,3373.880794,14.80333293,88.11,0.0250,0.0119
000107-98-2," 2-Propanol, 1-methoxy-",not P,0,OC(C)COC,1.65E-11,2.33E+01,7.40E+00,9.84E+02,.5160,0.3583,3.1513,2.76E+02,5.52E+02,3.8374,0.6062,0.7667,-0.49,3.935,-4.425,3.162,1.86E+00,0.020884218,33.19,1.4908,-6.7,2.1,1.5,25.72126444,3477.204644,14.3623416,90.12,0.0353,0.0023
000108-01-0," Ethanol, 2-(dimethylamino)-",not P,0,OCCN(C)C,8.34E-11,4.62E+00,3.29E+00,4.37E+02,.6586,0.6543,2.9074,4.44E+02,8.88E+02,3.5606,0.6229,0.7339,-0.94,3.877,-4.817,3.162,1.53E+00,0.005545177,125.00,0.8652,-7.1,1.9,0.9,35.88021242,2381.335197,7.981863179,89.14,0.0606,0.0015
000108-05-4, Acetic acid ethenyl ester,not P,0,CC(=O)OC=C,2.63E-11,1.46E+01,1.19E+02,1.59E+04,.8807,0.9972,3.1491,2.77E+02,5.54E+02,3.9525,0.8187,0.9303,0.73,2.41,-1.68,3.162,4.66E+00,0.017686838,39.19,2.6871,-19.2,-5.3,2.7,71.03062243,22798.48673,26.34144679,86.09,0.1707,0.0035
000108-31-6," 2,5-Furandione",not P,0,C1(=O)OC(=O)C=C1,2.26E-12,1.71E+02,1.66E-01,2.21E+01,.7009,0.8343,2.9825,3.83E+02,7.67E+02,3.7063,0.4328,0.4383,1.62,5.414,-3.794,5.433,1.45E+01,0.080664166,8.59,9.6626,2.1,5.6,20.4,36.91071967,4586.028426,20.46063938,98.06,0.0634,0.0159
000108-38-3," Benzene, 1,3-dimethyl-",not P,0,Cc1cc(C)ccc1,1.36E-11,2.84E+01,6.64E+00,8.83E+02,.8063,0.9343,2.8149,5.32E+02,1.06E+03,3.5575,0.5121,0.6355,3.09,3.732,-0.532,60.03,2.32E+02,0.985704182,0.70,140.1345,-8.2,1.3,140.1,165.3051487,54405.93653,12.70720087,106.17,0.4639,0.0641
000108-39-4," Phenol, 3-methyl-",not P,0,Oc1cc(C)ccc1,8.73E-11,4.41E+00,1.67E-01,2.23E+01,.8665,0.9507,2.9417,4.15E+02,8.30E+02,3.6629,0.529,0.6637,2.06,6.416,-4.456,9.124,2.99E+01,0.11065568,6.26,17.0530,6.2,6.0,105.9,42.15794532,2639.529015,8.36515606,108.14,0.0782,0.0526
000108-93-0, Cyclohexanol,not P,0,C1(O)CCCCC1,1.75E-11,2.20E+01,6.52E-01,8.67E+01,.8586,0.9373,3.1378,2.83E+02,5.66E+02,3.8327,0.6864,0.8444,1.64,4.975,-3.745,3.01,1.49E+01,0.103857833,6.67,10.6717,-0.2,5.0,10.7,28.52656704,4274.649165,17.4351318,100.16,0.0418,0.0098
000108-95-2, Phenol,not P,0,Oc1ccccc1,3.35E-11,1.15E+01,3.24E-01,4.31E+01,.9466,0.9876,3.0696,3.23E+02,6.47E+02,3.7565,0.5375,0.7105,1.51,6.326,-4.866,4.269,1.23E+01,0.031521018,21.99,5.8956,5.9,6.0,34.8,31.02513233,2719.027519,10.71044367,94.11,0.0479,0.0235
000108-96-3, 4(1H)-Pyridinone,not P,0,N1C=CC(=O)C=C1,7.65E-11,5.03E+00,2.35E-02,3.12E+00,.8629,0.9101,2.991,3.77E+02,7.54E+02,3.7316,0.605,0.609,-1,5.433,-6.733,3.162,1.50E+00,0.027637447,25.08,1.3010,2.2,5.7,2.9,32.05704338,155.9477884,0.680675109,95.1,0.0505,0.0037
000109-00-2, 3-Pyridinol,not P,0,n1cc(O)ccc1,6.46E-12,5.96E+01,4.72E-02,6.28E+00,.6635,0.7168,2.8312,5.15E+02,1.03E+03,3.7315,0.4928,0.5718,0.32,8.003,-7.523,3.162,3.18E+00,0.011407952,60.76,1.7896,9.6,3.2,17.2,41.92190873,53.45524282,0.117554515,95.1,0.0775,0.0140
000109-06-8," Pyridine, 2-methyl-",not P,0,n1c(C)cccc1,1.10E-12,3.49E+02,1.03E+01,1.37E+03,.6033,0.6514,2.7043,6.60E+02,1.32E+03,3.6261,0.4759,0.5412,1.35,4.5,-3.39,2.508,9.81E+00,0.066014017,10.50,6.9384,-2.9,3.9,6.9,56.87973673,6008.248964,28.47372575,93.13,0.1236,0.0071
000109-52-4, Pentanoic acid,not P,0,OC(=O)CCCC,4.11E-12,9.37E+01,7.19E-01,9.56E+01,.8800,0.9828,3.6364,1.07E+02,2.14E+02,4.355,0.7381,0.8828,1.56,6.105,-4.715,3.162,1.32E+01,0.229291161,3.02,11.4111,5.1,6.0,58.2,16.10584007,3263.257309,14.20908697,102.13,0.0162,0.0342
000109-66-0, Pentane,not P,0,CCCCC,4.05E-12,9.52E+01,5.14E+02,6.84E+04,.8216,0.9787,3.3381,1.92E+02,3.83E+02,4.0127,0.6466,0.8545,2.8,1.682,1.708,80.12,1.25E+02,0.825470026,0.84,87.9383,-26.5,-10.2,87.9,571.7528432,172365.4784,17.62177686,72.15,0.8770,0.0461
000109-86-4," Ethanol, 2-methoxy-",not P,0,OCCOC,1.20E-11,3.21E+01,5.62E+00,7.48E+02,.5227,0.4053,3.1823,2.60E+02,5.19E+02,3.8577,0.7476,0.8913,-0.91,4.1,-4.87,3.162,1.55E+00,0.01737211,39.90,1.2398,-5.6,2.7,1.2,23.97159276,2928.321348,12.45239293,76.1,0.0315,0.0020
000109-89-7," Ethanamine, N-ethyl-",not P,0,CCNCC,8.07E-11,4.77E+00,2.37E+02,3.15E+04,.8666,0.9561,3.062,3.28E+02,6.57E+02,3.7855,0.6275,0.7364,0.81,3.562,-2.982,3.162,5.07E+00,0.25059551,2.77,4.7982,-9.4,0.6,4.8,27.3593399,4646.859847,11.66005218,73.14,0.0391,0.0054
000109-97-7, 1H-Pyrrole,not P,0,N1C=CC=C1,1.10E-10,3.50E+00,1.01E+01,1.35E+03,.7156,0.8866,3.0509,3.36E+02,6.71E+02,3.7509,0.5454,0.7445,0.88,3.883,-3.133,3.162,5.47E+00,0.386369666,1.79,5.2648,-7.1,1.9,5.3,26.97882272,3656.902032,8.508681715,67.09,0.0382,0.0058
000109-99-9," Furan, tetrahydro-",not P,0,O1CCCC1,1.41E-11,2.73E+01,1.73E+02,2.31E+04,.3659,0.1908,3.0312,3.49E+02,6.97E+02,3.734,0.578,0.783,0.94,3,-2.54,3.162,5.86E+00,0.060431315,11.47,4.6117,-14.0,-2.0,4.6,54.61578648,13193.17803,49.32903716,72.11,0.1163,0.0053
000110-44-1," 2,4-Hexadienoic acid, (E,E)-",not P,0,OC(=O)C=CC=CC,5.04E-11,7.65E+00,9.89E-03,1.32E+00,.8753,0.9802,3.6143,1.12E+02,2.24E+02,4.3406,0.5849,0.6357,1.62,5.961,-4.631,3.162,1.45E+01,0.435667618,1.59,13.2699,4.5,6.0,60.2,13.9696253,2833.758275,10.3114256,112.13,0.0128,0.0351
000110-49-6," Ethanol, 2-methoxy-, acetate",not P,0,CC(=O)OCCOC,9.72E-12,3.96E+01,5.55E+00,7.39E+02,.5181,0.8788,3.0697,3.23E+02,6.47E+02,3.8965,0.8056,0.9131,0.1,4.996,-4.896,3.162,2.68E+00,0.00881306,78.65,1.4497,0.0,5.0,1.4,28.36305153,2909.306201,12.4924934,118.13,0.0414,0.0022
000110-96-3," 1-Propanamine, 2-methyl-N-(2-methylpropyl)-",not P,0,CC(C)CNCC(C)C,8.98E-11,4.29E+00,6.49E+00,8.63E+02,.8398,0.9075,2.938,4.18E+02,8.36E+02,3.7045,0.36,0.3202,2.63,4.269,-1.639,25.14,8.81E+01,0.981655829,0.71,70.5131,-4.4,3.2,70.5,32.04829249,8211.277852,3.125460285,129.25,0.0505,0.0393
000111-14-8, Heptanoic acid,not P,0,OC(=O)CCCCCC,6.94E-12,5.55E+01,1.17E-01,1.56E+01,.8667,0.9746,3.5744,1.21E+02,2.42E+02,4.3145,0.7535,0.8878,2.54,6.996,-4.576,3.162,7.36E+01,0.450095572,1.54,50.5632,7.9,5.4,399.1,17.28337958,3418.600392,14.67607333,130.19,0.0183,0.1306
000111-15-9," Ethanol, 2-ethoxy-, acetate",not P,0,CCOCCOC(=O)C,1.51E-11,2.56E+01,2.98E+00,3.96E+02,.5114,0.856,3.0387,3.44E+02,6.87E+02,3.8763,0.8132,0.915,0.59,4.473,-3.883,3.162,4.05E+00,0.012141306,57.09,2.0995,-3.1,3.8,2.1,31.12912775,4128.599605,17.12709876,132.16,0.0482,0.0029
000111-27-3, 1-Hexanol,not P,0,OCCCCCC,9.72E-12,3.96E+01,8.83E-01,1.18E+02,.9661,0.9892,3.4317,1.60E+02,3.19E+02,4.0988,0.8168,0.9397,1.82,5.185,-3.155,10.15,1.99E+01,0.145680366,4.76,14.4053,1.0,5.3,14.4,27.56206635,6427.842631,26.85954373,102.18,0.0395,0.0123
000111-29-5," 1,5-Pentanediol",not P,0,OCCCCCO,1.26E-11,3.07E+01,4.19E-03,5.57E-01,1.0154,0.9774,3.289,2.11E+02,4.22E+02,3.9564,0.9717,0.9753,0.27,5.173,-4.903,3.162,3.05E+00,0.018959168,36.56,2.1064,0.9,5.3,2.1,20.95014216,2862.917784,12.15164608,104.15,0.0252,0.0029
000111-42-2," Ethanol, 2,2'-iminobis-",not P,0,OCCNCCO,9.27E-11,4.15E+00,5.43E-04,7.23E-02,1.1688,0.9923,3.3112,2.02E+02,4.04E+02,3.9982,0.9526,0.9494,-1.71,7.371,-8.801,3.162,1.23E+00,0.013620499,50.89,0.9858,8.7,4.8,8.6,19.04577538,20.96554113,0.006233194,105.14,0.0215,0.0084
000111-46-6," Ethanol, 2,2'-oxybis-",not P,0,OCCOCCO,2.23E-11,1.72E+01,2.67E-03,3.55E-01,.6671,0.5764,3.2759,2.16E+02,4.33E+02,3.9438,0.9178,0.9561,-1.47,5.611,-7.081,3.162,1.30E+00,0.005545177,125.00,0.7874,3.0,5.8,2.4,20.1799419,72.44484823,0.320208943,106.12,0.0237,0.0032
000111-65-9, Octane,not P,0,CCCCCCCC,8.29E-12,4.65E+01,1.48E+01,1.97E+03,.9100,0.9938,3.5434,1.28E+02,2.57E+02,4.2211,0.6696,0.8634,4.27,3.062,2.118,1216,3.10E+03,2.920974212,0.24,783.6371,-13.5,-1.7,783.6,279.4433496,90127.11356,4.711434447,114.23,0.6787,0.1994
000111-70-6, 1-Heptanol,not P,0,OCCCCCCC,1.11E-11,3.46E+01,3.00E-01,3.99E+01,.9594,0.9869,3.4007,1.70E+02,3.39E+02,4.0786,0.8245,0.9411,2.31,5.734,-3.114,24.87,4.71E+01,0.2152631,3.22,29.2774,3.6,5.9,104.9,28.51414935,6611.645748,27.29019694,116.21,0.0418,0.0523
000111-76-2," Ethanol, 2-butoxy-",not P,0,OCCOCCCC,2.35E-11,1.64E+01,4.76E-01,6.33E+01,.6111,0.7032,3.3877,1.74E+02,3.48E+02,4.066,0.7707,0.8982,0.57,5.014,-4.184,3.162,3.97E+00,0.05373234,12.90,3.2945,0.1,5.0,3.3,19.92210399,3603.041857,14.31798662,118.18,0.0232,0.0041
000111-87-5, 1-Octanol,not P,0,OCCCCCCCC,1.25E-11,3.07E+01,9.92E-02,1.32E+01,.9527,0.984,3.3697,1.80E+02,3.60E+02,4.0584,0.8322,0.9425,2.81,5.999,-2.999,44.3,1.28E+02,0.274187967,2.53,55.5876,4.7,6.0,260.6,30.98315947,7344.159522,29.71543987,130.23,0.0478,0.0984
000111-92-2," 1-Butanamine, N-butyl-",not P,0,CCCCNCCCC,8.98E-11,4.29E+00,2.57E+00,3.41E+02,1.0567,0.9975,3.5347,1.31E+02,2.61E+02,4.2427,0.6582,0.755,2.77,5.269,-2.439,34.22,1.17E+02,1.292943817,0.54,93.7452,1.4,5.4,130.5,20.16948958,6088.345649,8.796412862,129.25,0.0236,0.0610
000112-05-0, Nonanoic acid,not P,0,OC(=O)CCCCCCCC,9.76E-12,3.95E+01,2.15E-02,2.85E+00,.8533,0.9626,3.5124,1.36E+02,2.73E+02,4.2741,0.7689,0.8926,3.52,7.599,-4.179,3.162,5.99E+02,0.865136271,0.80,204.5821,9.1,4.3,1862.8,19.10725744,3824.877839,16.15864778,158.24,0.0216,0.3229
000112-15-2," Ethanol, 2-(2-ethoxyethoxy)-, acetate",not P,0,CCOCCOCCOC(=O)C,2.91E-11,1.32E+01,1.42E-01,1.89E+01,.1431,0.0934,2.9326,4.23E+02,8.45E+02,3.803,0.7825,0.8649,0.32,6.349,-6.029,3.162,3.18E+00,0.008168126,84.86,1.5253,6.0,6.0,9.1,35.49564524,674.6805456,2.921779059,176.21,0.0595,0.0088
000112-18-5," 1-Dodecanamine, N,N-dimethyl-",not P,0,CCCCCCCCCCCCN(C)C,9.33E-11,4.13E+00,1.59E-02,2.12E+00,.5491,0.4011,2.7711,5.79E+02,1.16E+03,3.5209,0.5372,0.5764,5.44,6.913,-1.473,76.29,2.38E+04,0.692454726,1.00,246.0750,7.7,5.5,1890.7,68.61628405,8105.20378,2.177122979,213.41,0.1625,0.3253
000112-30-1, 1-Decanol,not P,0,OCCCCCCCCCC,1.54E-11,2.51E+01,1.09E-02,1.45E+00,.9393,0.9764,3.3077,2.03E+02,4.07E+02,4.0179,0.8475,0.9451,3.79,7.453,-2.883,20.32,1.09E+03,0.788742809,0.88,224.9415,8.9,4.6,1993.4,34.08129084,8150.04644,31.73212307,158.29,0.0558,0.3341
000112-37-8, Undecanoic acid,not P,0,OC(=O)CCCCCCCCCC,1.26E-11,3.06E+01,5.22E-03,6.95E-01,.8400,0.9453,3.4504,1.54E+02,3.08E+02,4.2336,0.7842,0.8972,4.51,7.963,-3.543,3.162,5.07E+03,1.663021067,0.42,534.1960,9.6,3.3,5113.2,22.45425367,4740.71161,19.63755413,186.3,0.0282,0.5042
000112-40-3, Dodecane,not P,0,CCCCCCCCCCCC,1.39E-11,2.76E+01,2.37E-01,3.15E+01,.8833,0.9863,3.4194,1.63E+02,3.27E+02,4.1401,0.7004,0.8746,6.23,3.576,2.524,207.7,4.58E+04,5.02644801,0.14,1736.4018,-9.3,0.7,1736.4,165.6969269,54925.62524,1.736256664,170.34,0.4649,0.3115
000112-53-8, 1-Dodecanol,not P,0,OCCCCCCCCCCCC,1.82E-11,2.12E+01,1.81E-03,2.41E-01,.9260,0.9652,3.2457,2.29E+02,4.59E+02,3.9774,0.8629,0.9476,4.77,8.172,-3.042,47.59,8.34E+03,1.110456874,0.62,380.5405,9.7,2.6,3710.1,31.31636777,6696.50478,26.16343549,186.34,0.0487,0.4443
000112-70-9, 1-Tridecanol,not P,0,OCCCCCCCCCCCCC,1.96E-11,1.96E+01,2.38E-04,3.16E-02,.9193,0.9579,3.2147,2.44E+02,4.87E+02,3.9572,0.8706,0.9488,5.26,7.541,-2.281,58.06,1.87E+04,1.185677695,0.58,416.2627,9.0,4.4,3751.5,55.7861522,15947.37028,45.75056286,200.37,0.1201,0.4463
000112-72-1, 1-Tetradecanol,not P,0,OCCCCCCCCCCCCCC,2.10E-11,1.83E+01,2.02E-04,2.68E-02,.9126,0.9491,3.1837,2.59E+02,5.18E+02,3.9369,0.8783,0.9499,5.75,8.214,-2.184,186.8,3.35E+04,1.988374012,0.35,699.0821,9.8,2.5,6835.1,58.98556172,17059.87831,44.39150112,214.39,0.1305,0.5584
000112-95-8, Eicosane,not P,0,CCCCCCCCCCCCCCCCCCCC,2.52E-11,1.53E+01,3.11E-04,4.13E-02,.8299,0.9361,3.1714,2.65E+02,5.30E+02,3.9782,0.7618,0.8946,10.16,6.593,3.567,94.94,1.47E+02,71.7469393,0.01,145.8345,6.8,5.9,988.4,91.54227421,30837.48007,0.971826277,282.56,0.2406,0.2287
000118-79-6," Phenol, 2,4,6-tribromo-",not P,0,Oc1c(Br)cc(Br)cc1Br,4.75E-13,8.11E+02,3.04E-04,4.04E-02,.3748,0.003,2.1165,2.08E+03,4.15E+03,2.9496,0.309,0.1432,4.18,9.968,-5.838,246.6,2.56E+03,0.50742839,1.37,170.1036,8.6,-6.1,1457.0,247.0709609,1032.476154,4.57138524,330.8,0.6314,0.2840
